url,route_family,city,theme,action,redirect_target,expected_target_status,sitemap_section,recommended_final_action
/walking-tours-in-chefchaouen,themed-list,chefchaouen,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-luxor,things-to-do,luxor,,redirect,/top-attractions-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-luxor,themed-list,luxor,family,redirect,/family-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-luxor,themed-list,luxor,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-luxor,themed-list,luxor,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-luxor,themed-list,luxor,honeymoon,redirect,/luxury-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-luxor,themed-list,luxor,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-luxor,themed-list,luxor,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-luxor,themed-list,luxor,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-luxor,themed-list,luxor,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-luxor,themed-list,luxor,spring,redirect,/best-time-to-visit-luxor,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-luxor,themed-list,luxor,summer,redirect,/best-time-to-visit-luxor,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-luxor,themed-list,luxor,fall,redirect,/best-time-to-visit-luxor,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-luxor,themed-list,luxor,winter,redirect,/best-time-to-visit-luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-with-kids,themed-list,luxor,with-kids,redirect,/family-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-with-teens,themed-list,luxor,with-teens,redirect,/family-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-airport-guide,themed-list,luxor,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxor-budget-per-day,themed-list,luxor,budget-per-day,redirect,/cheap-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-luxor,themed-list,luxor,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-luxor,themed-list,luxor,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-luxor,weekend,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-2-day-itinerary,itinerary,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-3-day-itinerary,itinerary,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-4-day-itinerary,itinerary,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-5-day-itinerary,itinerary,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/luxor-7-day-itinerary,itinerary,luxor,,redirect,/destinations/luxor,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-luxor,themed-list,luxor,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-luxor-worth-visiting,themed-list,luxor,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-luxor,themed-list,luxor,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-luxor,themed-list,luxor,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-luxor,themed-list,luxor,luxury,redirect,/luxury-hotels-in-luxor,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-luxor,themed-list,luxor,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxor-for-solo-female-travelers,themed-list,luxor,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxor-bucket-list,themed-list,luxor,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-luxor,themed-list,luxor,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-luxor,themed-list,luxor,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-johannesburg,things-to-do,johannesburg,,redirect,/top-attractions-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-johannesburg,themed-list,johannesburg,family,redirect,/family-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-johannesburg,themed-list,johannesburg,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-johannesburg,themed-list,johannesburg,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-johannesburg,themed-list,johannesburg,honeymoon,redirect,/luxury-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-johannesburg,themed-list,johannesburg,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-johannesburg,themed-list,johannesburg,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-johannesburg,themed-list,johannesburg,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-johannesburg,themed-list,johannesburg,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-johannesburg,themed-list,johannesburg,spring,redirect,/best-time-to-visit-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-johannesburg,themed-list,johannesburg,summer,redirect,/best-time-to-visit-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-johannesburg,themed-list,johannesburg,fall,redirect,/best-time-to-visit-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-johannesburg,themed-list,johannesburg,winter,redirect,/best-time-to-visit-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-with-kids,themed-list,johannesburg,with-kids,redirect,/family-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-with-teens,themed-list,johannesburg,with-teens,redirect,/family-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-airport-guide,themed-list,johannesburg,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/johannesburg-budget-per-day,themed-list,johannesburg,budget-per-day,redirect,/cheap-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-johannesburg,themed-list,johannesburg,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-johannesburg,themed-list,johannesburg,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-johannesburg,weekend,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-2-day-itinerary,itinerary,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-3-day-itinerary,itinerary,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-4-day-itinerary,itinerary,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-5-day-itinerary,itinerary,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/johannesburg-7-day-itinerary,itinerary,johannesburg,,redirect,/destinations/johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-johannesburg,themed-list,johannesburg,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-johannesburg-worth-visiting,themed-list,johannesburg,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-johannesburg,themed-list,johannesburg,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-johannesburg,themed-list,johannesburg,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-johannesburg,themed-list,johannesburg,luxury,redirect,/luxury-hotels-in-johannesburg,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-johannesburg,themed-list,johannesburg,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/johannesburg-for-solo-female-travelers,themed-list,johannesburg,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/johannesburg-bucket-list,themed-list,johannesburg,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-johannesburg,themed-list,johannesburg,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-johannesburg,themed-list,johannesburg,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-sydney,things-to-do,sydney,,redirect,/top-attractions-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-sydney,themed-list,sydney,family,redirect,/family-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-sydney,themed-list,sydney,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-sydney,themed-list,sydney,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-sydney,themed-list,sydney,honeymoon,redirect,/luxury-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-sydney,themed-list,sydney,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-sydney,themed-list,sydney,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-sydney,themed-list,sydney,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-sydney,themed-list,sydney,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-sydney,themed-list,sydney,spring,redirect,/best-time-to-visit-sydney,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-sydney,themed-list,sydney,summer,redirect,/best-time-to-visit-sydney,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-sydney,themed-list,sydney,fall,redirect,/best-time-to-visit-sydney,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-sydney,themed-list,sydney,winter,redirect,/best-time-to-visit-sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-with-kids,themed-list,sydney,with-kids,redirect,/family-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-with-teens,themed-list,sydney,with-teens,redirect,/family-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-airport-guide,themed-list,sydney,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/sydney-budget-per-day,themed-list,sydney,budget-per-day,redirect,/cheap-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-sydney,themed-list,sydney,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-sydney,themed-list,sydney,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-sydney,weekend,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-2-day-itinerary,itinerary,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-3-day-itinerary,itinerary,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-4-day-itinerary,itinerary,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-5-day-itinerary,itinerary,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/sydney-7-day-itinerary,itinerary,sydney,,redirect,/destinations/sydney,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-sydney,themed-list,sydney,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-sydney-worth-visiting,themed-list,sydney,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-sydney,themed-list,sydney,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-sydney,themed-list,sydney,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-sydney,themed-list,sydney,luxury,redirect,/luxury-hotels-in-sydney,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-sydney,themed-list,sydney,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/sydney-for-solo-female-travelers,themed-list,sydney,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/sydney-bucket-list,themed-list,sydney,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-sydney,themed-list,sydney,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-sydney,themed-list,sydney,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-melbourne,things-to-do,melbourne,,redirect,/top-attractions-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-melbourne,themed-list,melbourne,family,redirect,/family-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-melbourne,themed-list,melbourne,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-melbourne,themed-list,melbourne,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-melbourne,themed-list,melbourne,honeymoon,redirect,/luxury-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-melbourne,themed-list,melbourne,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-melbourne,themed-list,melbourne,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-melbourne,themed-list,melbourne,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-melbourne,themed-list,melbourne,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-melbourne,themed-list,melbourne,spring,redirect,/best-time-to-visit-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-melbourne,themed-list,melbourne,summer,redirect,/best-time-to-visit-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-melbourne,themed-list,melbourne,fall,redirect,/best-time-to-visit-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-melbourne,themed-list,melbourne,winter,redirect,/best-time-to-visit-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-with-kids,themed-list,melbourne,with-kids,redirect,/family-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-with-teens,themed-list,melbourne,with-teens,redirect,/family-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-airport-guide,themed-list,melbourne,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/melbourne-budget-per-day,themed-list,melbourne,budget-per-day,redirect,/cheap-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-melbourne,themed-list,melbourne,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-melbourne,themed-list,melbourne,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-melbourne,weekend,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-2-day-itinerary,itinerary,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-3-day-itinerary,itinerary,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-4-day-itinerary,itinerary,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-5-day-itinerary,itinerary,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/melbourne-7-day-itinerary,itinerary,melbourne,,redirect,/hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-melbourne,themed-list,melbourne,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-melbourne-worth-visiting,themed-list,melbourne,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-melbourne,themed-list,melbourne,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-melbourne,themed-list,melbourne,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-melbourne,themed-list,melbourne,luxury,redirect,/luxury-hotels-in-melbourne,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-melbourne,themed-list,melbourne,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/melbourne-for-solo-female-travelers,themed-list,melbourne,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/melbourne-bucket-list,themed-list,melbourne,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-melbourne,themed-list,melbourne,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-melbourne,themed-list,melbourne,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-auckland,things-to-do,auckland,,redirect,/top-attractions-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-auckland,themed-list,auckland,family,redirect,/family-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-auckland,themed-list,auckland,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-auckland,themed-list,auckland,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-auckland,themed-list,auckland,honeymoon,redirect,/luxury-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-auckland,themed-list,auckland,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-auckland,themed-list,auckland,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-auckland,themed-list,auckland,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-auckland,themed-list,auckland,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-auckland,themed-list,auckland,spring,redirect,/best-time-to-visit-auckland,200,(removed from sitemap: 308),redirect (shipped)
/summer-in-auckland,themed-list,auckland,summer,redirect,/best-time-to-visit-auckland,200,(removed from sitemap: 308),redirect (shipped)
/fall-in-auckland,themed-list,auckland,fall,redirect,/best-time-to-visit-auckland,200,(removed from sitemap: 308),redirect (shipped)
/winter-in-auckland,themed-list,auckland,winter,redirect,/best-time-to-visit-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-with-kids,themed-list,auckland,with-kids,redirect,/family-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-with-teens,themed-list,auckland,with-teens,redirect,/family-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-airport-guide,themed-list,auckland,airport-guide,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/auckland-budget-per-day,themed-list,auckland,budget-per-day,redirect,/cheap-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/bachelor-party-in-auckland,themed-list,auckland,bachelor-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/bachelorette-party-in-auckland,themed-list,auckland,bachelorette-party,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/weekend-in-auckland,weekend,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-2-day-itinerary,itinerary,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-3-day-itinerary,itinerary,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-4-day-itinerary,itinerary,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-5-day-itinerary,itinerary,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/auckland-7-day-itinerary,itinerary,auckland,,redirect,/hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/first-time-in-auckland,themed-list,auckland,first-timer,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/is-auckland-worth-visiting,themed-list,auckland,worth-visiting,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/hidden-gems-in-auckland,themed-list,auckland,hidden-gems,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/most-instagrammable-places-in-auckland,themed-list,auckland,instagram,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/luxury-travel-in-auckland,themed-list,auckland,luxury,redirect,/luxury-hotels-in-auckland,200,(removed from sitemap: 308),redirect (shipped)
/how-many-days-in-auckland,themed-list,auckland,how-many-days,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/auckland-for-solo-female-travelers,themed-list,auckland,solo-female,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/auckland-bucket-list,themed-list,auckland,bucket-list,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/private-tours-in-auckland,themed-list,auckland,private-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/walking-tours-in-auckland,themed-list,auckland,walking-tours,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/things-to-do-in-queenstown,things-to-do,queenstown,,redirect,/top-attractions-in-queenstown,200,(removed from sitemap: 308),redirect (shipped)
/best-family-activities-in-queenstown,themed-list,queenstown,family,redirect,/family-hotels-in-queenstown,200,(removed from sitemap: 308),redirect (shipped)
/best-food-tours-in-queenstown,themed-list,queenstown,food,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/day-trips-from-queenstown,themed-list,queenstown,day-trips,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/honeymoon-in-queenstown,themed-list,queenstown,honeymoon,redirect,/luxury-hotels-in-queenstown,200,(removed from sitemap: 308),redirect (shipped)
/solo-travel-in-queenstown,themed-list,queenstown,solo-travel,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/girls-trip-in-queenstown,themed-list,queenstown,girls-trip,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/rainy-day-in-queenstown,themed-list,queenstown,rainy-day,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/night-in-queenstown,themed-list,queenstown,night,held,,,editorial (still listed; noindex interim),manual-review: overlay GSC clicks/impressions + backlinks -> rewrite | redirect | 410
/spring-in-queenstown,themed-list,queenstown,spring,redirect,/best-time-to-visit-queenstown,200,(removed from sitemap: 308),redirect (shipped)
